Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-11 00:00:00-03:00,26.335768087686503,26.59683556199855,26.262486020286318,26.44569206237793,12447600,0.0,0.0
2024-04-12 00:00:00-03:00,26.445690478924178,26.496070477659643,26.0243173062164,26.10218048095703,11304400,0.0,0.0
2024-04-15 00:00:00-03:00,26.225840601044595,26.26248250342905,25.744926988932022,25.85943031311035,14411400,0.0,0.0
2024-04-16 00:00:00-03:00,25.859429567723293,26.015154154004406,25.227372494448776,25.566301345825195,22923700,0.0,2.0
2024-04-17 00:00:00-03:00,25.648746840548856,25.804471444825193,25.447221601501575,25.621265411376953,17703800,0.0,0.0
2024-04-18 00:00:00-03:00,25.786148560745698,25.859430619199962,25.373937637133746,25.584623336791992,15349100,0.0,0.0
2024-04-19 00:00:00-03:00,25.66706813261158,25.66706813261158,25.337297966918555,25.383098602294922,18465200,0.0,0.0
2024-04-22 00:00:00-03:00,25.465540425486534,25.69454709027394,24.952565985573763,25.089969635009766,21288500,0.0,0.0
2024-04-23 00:00:00-03:00,25.07165146771708,25.401419890580325,24.74188129767157,25.282337188720703,21742700,0.0,0.0
2024-04-24 00:00:00-03:00,25.282334056378883,25.346455637680695,25.080807089793698,25.190731048583984,11037800,0.0,0.0
2024-04-25 00:00:00-03:00,25.227374509363678,25.328136251700247,24.943404992934934,25.080808639526367,11303300,0.0,0.0
2024-04-26 00:00:00-03:00,25.080808639526367,25.080808639526367,25.080808639526367,25.080808639526367,0,0.0,0.0
2024-04-29 00:00:00-03:00,25.254855071418927,25.337297611686328,25.080809514500835,25.236534118652344,8658100,0.0,0.0
2024-04-30 00:00:00-03:00,25.190732775935853,25.41057896140943,25.117450714111328,25.117450714111328,12221500,0.0,0.0
2024-05-02 00:00:00-03:00,25.227375743142378,25.44722193787698,25.080809866137066,25.383098602294922,14604400,0.0,0.0
2024-05-03 00:00:00-03:00,25.66706694476638,25.97851614302241,25.557142978895122,25.850271224975586,17315600,0.0,0.0
2024-05-06 00:00:00-03:00,25.923553646081555,26.051798565907266,25.79531047343803,25.996835708618164,10006000,0.0,0.0
2024-05-07 00:00:00-03:00,26.08844010174042,26.253325187953614,25.914396286010742,25.914396286010742,12606600,0.0,0.0
2024-05-08 00:00:00-03:00,25.89607396461919,26.12508062844388,25.657906824579655,25.996835708618164,14023400,0.0,0.0
2024-05-09 00:00:00-03:00,25.886912497485127,25.91439392507772,24.77851937846684,24.8609619140625,56649000,0.0,0.0
2024-05-10 00:00:00-03:00,25.05333154200927,25.41974188643127,25.05333154200927,25.3006591796875,23660500,0.0,0.0
2024-05-13 00:00:00-03:00,25.328137833620357,25.62126609723858,25.328137833620357,25.493022918701172,14278500,0.0,0.0
2024-05-14 00:00:00-03:00,25.529664310012674,25.712868597485553,25.493022404208755,25.657907485961914,13200800,0.0,0.0
2024-05-15 00:00:00-03:00,25.41973945824262,25.45638136277582,25.080808830039228,25.328136444091797,20313600,0.0,0.0
2024-05-16 00:00:00-03:00,25.511344040012695,25.61210578930624,25.328138000453418,25.355619430541992,9827300,0.0,0.0
2024-05-17 00:00:00-03:00,25.37393899487147,25.483861214843664,25.22737487012042,25.364778518676758,17116600,0.0,0.0
2024-05-20 00:00:00-03:00,25.328136632762302,25.694546944912826,25.300656951339878,25.575464248657227,16513000,0.0,0.0
2024-05-21 00:00:00-03:00,25.602946547603743,25.767829883289853,25.53882321201319,25.557144165039062,9999300,0.0,0.0
2024-05-22 00:00:00-03:00,25.483859275782017,25.575462283576915,25.108288516286784,25.190731048583984,15877800,0.0,0.0
2024-05-23 00:00:00-03:00,25.190735567498862,25.245696683162343,24.53119693799,24.67776107788086,25677100,0.0,0.0
2024-05-24 00:00:00-03:00,24.741881979543365,24.860964684684834,24.549515459321217,24.80600357055664,13949800,0.0,0.0
2024-05-27 00:00:00-03:00,24.86096399845315,25.163252738587676,24.80600288584204,25.108291625976562,31296700,0.0,0.0
2024-05-28 00:00:00-03:00,25.23653410381706,25.300657438462405,24.998368706720377,25.025848388671875,35304600,0.0,0.0
2024-05-29 00:00:00-03:00,25.16325203997603,25.16325203997603,24.842644102660408,25.025848388671875,25627500,0.0,0.0
2024-05-31 00:00:00-03:00,25.080809131391685,25.190733099129872,24.84264373779297,24.84264373779297,19114900,0.0,0.0
2024-06-03 00:00:00-03:00,24.89760433771267,25.089969093333607,24.796840848283328,24.8701229095459,27700400,0.0,0.0
2024-06-04 00:00:00-03:00,24.87012499131912,24.96172801236057,24.71440037970334,24.94340705871582,18277800,0.0,0.0
2024-06-05 00:00:00-03:00,24.96172921521238,25.099132879804596,24.870126189756775,24.998371124267578,14021500,0.0,0.0
2024-06-06 00:00:00-03:00,25.007526768155003,25.39225802984272,24.915925501186354,25.328136444091797,13834300,0.0,0.0
2024-06-07 00:00:00-03:00,25.19073415939259,25.355619244348688,24.80600287688912,24.897605895996094,13651100,0.0,0.0
2024-06-10 00:00:00-03:00,24.961726973513578,25.053329990742736,24.82432332126096,24.925085067749023,12719000,0.0,0.0
2024-06-11 00:00:00-03:00,25.06249030007954,25.28233649165435,24.96172680708108,25.199893951416016,11037400,0.0,0.0
2024-06-12 00:00:00-03:00,25.43086233793219,25.43086233793219,24.648374101987287,24.722898483276367,19141600,0.457947,0.0
2024-06-13 00:00:00-03:00,24.797419676446815,24.96509419452682,24.69495043476547,24.89057159423828,13566600,0.0,0.0
2024-06-14 00:00:00-03:00,24.922717330541335,25.025975869025668,24.697427438757714,24.828847885131836,11155000,0.20424,0.0
